smiles,rev_smiles
CC[C@@H](O)C[C@H]1CCC[C@@]2(C[C@@H]3OC(=O)/C=C/[C@@](C)(O)[C@@H](O)[C@H](C)[C@@H](O)[C@H](OC4CCC(N(C)C)C(C)O4)[C@@H](O)[C@](C)(O)CCCCC/C=C/[C@@H]4CC(C)(C)O[C@@]4(O)C[C@H](O2)[C@H]3C)O1,1O)C3]H@C[)2O(]H@C[C)O(4]@@C[O)C()C(CC4]H@@C[/C=C/CCCCC)O()C(]@C[)O(]H@@C[)4O)C(C)C)C(N(CCC4CO(]H@C[)O(]H@@C[)C(]H@C[)O(]H@@C[)O()C(]@@C[/C=C/)O=(CO3]H@@C[C(2]@@C[CCC1]H@C[C)O(]H@@C[CC
S=C(NCCNC(=S)S[Sn](c1ccccc1)(c1ccccc1)c1ccccc1)S[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,1ccccc1c)1ccccc1c()1ccccc1c(]nS[S)1ccccc1c)1ccccc1c()1ccccc1c(]nS[S)S=(CNCCN(C=S
COc1ccc(C(=O)c2cc(C)c(OC)c(C)c2)cc1OC(=O)CCl,lCC)O=(CO1cc)2c)C(c)CO(c)C(cc2c)O=(C(ccc1cOC
COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC(C)=O)C(OC5CC(O)C(OC)C(C)O5)C(C)O4)cc(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(=O)C(C)C)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,1O)C(C)O(C)2O)C(C)O(C)3O)C(C)C)C(C)O=(CO(C)O()C(CC3CO(CC2CO(CC1CO1C)O=(C2c)O(c3c)O(cc)4O)C(C)5O)C(C)CO(C)O(CC5CO(C)O=)C(CO(CC4CO(cc3cc2cC1C)O)C(C)O(C)O=(C(COC
COc1cc2c3c(c4cc(OC)c(OC)cc4c2cc1OC)CN1CCC[C@H]1C3,3C1]H@C[CCC1NC)CO1cc2c4cc)CO(c)CO(cc4c(c3c2cc1cOC
COCCOCCOCc1n(Cc2ccc3ccccc3n2)c2ccccc2[n+]1Cc1ccc2ccccc2c1,1c2ccccc2ccc1cC1]+n[2ccccc2c)2n3ccccc3ccc2cC(n1cCOCCOCCOC
CC1=C(CCCOC(=O)[C@H](N)CC(C)C)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,1C=2C)O=(C)O()C(]@@C[)3CC(3C)C(C=2C)C)C(CC)N(]H@C[)O=(COCCC(C=1CC
CCc1c2c(nc3cc4c(cc13)OCO4)-c1cc3c(c(=O)n1C2)COC(=O)[C@@]3(CC)OC(=O)CN,NC)O=(CO)CC(3]@@C[)O=(COC)2C1n)O=(c(c3cc1c-)4OCO)31cc(c4cc3cn(c2c1cCC
Cc1cc(C)c2c(=O)cc(-c3cccc(F)c3)[nH]c2n1,1n2c]Hn[)3c)F(cccc3c-(cc)O=(c2c)C(cc1cC
Cc1ccc2c(=O)cc(-c3cccc(F)c3)[nH]c2n1,1n2c]Hn[)3c)F(cccc3c-(cc)O=(c2ccc1cC
Cc1cnc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1,1c2c)O=(cc)3c)F(cccc3c-(c]Hn[2cnc1cC
Cc1cccc(-c2cc(=O)c3cc(C)cnc3[nH]2)c1,1c)2]Hn[3cnc)C(cc3c)O=(cc2c-(cccc1cC
Nc1c2c(c(O)c3c1=C(CO)C=N3)=NCCS2,2SCCN=)3N=C)OC(C=1c3c)O(c(c2c1cN
CSC1=C(N)C(=O)c2[nH]cc(CO)c2C1=N,N=1C2c)OC(cc]Hn[2c)O=(C)N(C=1CSC
C/C=C(\C)C(=O)O[C@@H]1C(O)[C@H]2OC(COC(=O)CCC(=O)CCCCCC[C@H](CCCCC)O[C@@H]3OC(C)[C@H](OC(C)=O)C(O)[C@H]3O2)[C@H]1OC(=O)/C=C/c1ccccc1,1ccccc1c/C=C/)O=(CO1]H@C[)2O3]H@C[)O(C)O=)C(CO(]H@C[)C(CO3]H@@C[O)CCCCC(]H@C[CCCCCC)O=(CCC)O=(COC(CO2]H@C[)O(C1]H@@C[O)O=(C)C\(C=C/C
c1nc(SSc2ncnc3nc[nH]c23)c2[nH]cnc2n1,1n2cnc]Hn[2c)32c]Hn[cn3cncn2cSS(cn1c
Cc1cc2c(-c3nc4ccccn4c3NC34CC5CC(CC(C5)C3)C4)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(-c3nc4ccccn4c3NC34CC5CC(CC(C5)C3)C4)c(O)c(O)cc2c1O,O1c2cc)O(c)O(c)4C)3C)5C(CC(CC5CC43CN3c4ncccc4cn3c-(c2cc)C(c1c-1c)O(c2cc)O(c)O(c)4C)3C)5C(CC(CC5CC43CN3c4ncccc4cn3c-(c2cc1cC
COC(=O)C1=C(C(=O)OC)C23C=C(C)C1C2=C(C)C1(CC1)[C@@](C)(O)C3=O,O=3C)O()C(]@@C[)1CC(1C)C(C=2C1C)C(C=C32C)CO)O=(C(C=1C)O=(COC
CC1=C(CCCNS(C)(=O)=O)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,1C=2C)O=(C)O()C(]@@C[)3CC(3C)C(C=2C)O=)O=()C(SNCCC(C=1CC
Cc1ccc(N=C2CSc3nnc(-c4csc5c4CCCC5)n3N2)cc1,1cc)2N3n)5CCCC4c5csc4c-(cnn3cSC2C=N(ccc1cC
CCCc1cc2cc(-n3nc(C)c4c3CC(C)(C)CC4=O)cc(NC3CCC(O)CC3)c2c(=O)[nH]1,1]Hn[)O=(c2c)3CC)O(CCC3CN(cc)O=4CC)C()C(CC3c4c)C(cn3n-(cc2cc1cCCC
CO/C=C/C(=O)c1cc2cnc3c(=N)cc(NC(=O)C(C)C)c([nH]1)c23,32c)1]Hn[(c)C)C(C)O=(CN(cc)N=(c3cnc2cc1c)O=(C/C=C/OC
COC(=O)[C@@H](C)C[C@H](Cc1ccc(F)cc1)NC(=O)c1csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]2CCCCN2C)C(C)C)OC(C)=O)n1,1n)O=)C(CO)C)C(C)C2NCCCC2]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc1c)O=(CN)1cc)F(ccc1cC(]H@C[C)C(]H@@C[)O=(COC
COC(=O)[C@@H](C)C[C@H](Cc1cn(C)c2ccccc12)NC(=O)c1csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]2CCCCN2C)C(C)C)OC(C)=O)n1,1n)O=)C(CO)C)C(C)C2NCCCC2]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc1c)O=(CN)21ccccc2c)C(nc1cC(]H@C[C)C(]H@@C[)O=(COC
COC(=O)C12CC(NC(=O)c3csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]4CCCCN4C)C(C)C)OC(C)=O)n3)(C1)C2,2C)1C()3n)O=)C(CO)C)C(C)C4NCCCC4]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc3c)O=(CN(CC21C)O=(COC
COC(=O)CC12CC(NC(=O)c3csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]4CCCCN4C)C(C)C)OC(C)=O)n3)(C1)C2,2C)1C()3n)O=)C(CO)C)C(C)C4NCCCC4]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc3c)O=(CN(CC21CC)O=(COC
COC(=O)C1CCC(NC(=O)c2csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]3CCCCN3C)C(C)C)OC(C)=O)n2)CC1,1CC)2n)O=)C(CO)C)C(C)C3NCCCC3]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc2c)O=(CN(CCC1C)O=(COC
CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)c3c(c(O)c1C2=O)C1CC(O)C3(O)C(C)O1,1O)C(C)O(3C)O(CC1C)O=2C1c)O(c(c3c)O(c1c)O=(C1C=2C2CO)O=(CC2CO1CC
C=CC[n+]1c(/C=C2\Sc3ccccc3N2C)sc(-c2ccccc2)c1-c1ccccc1,1ccccc1c-1c)2ccccc2c-(cs)C2N3ccccc3cS\2C=C/(c1]+n[CC=C
C=CC[n+]1c(/C=C/C=C2\N(C)c3ccccc3C2(C)C)sc2ccc(OC)cc21,12cc)CO(ccc2cs)C)C(2C3ccccc3c)C(N\2C=C/C=C/(c1]+n[CC=C
Cc1ccc2c(=O)cc(-c3cccc4ccccc34)[nH]c2n1,1n2c]Hn[)43ccccc4cccc3c-(cc)O=(c2ccc1cC
C=CC(=O)N(C)[C@H]1C[C@H]2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4CN)O=(C)13c5c2n6ccccc6c5c(c4c3c3ccccc3c1n)CO1C()C(CO2]H@C[C1]H@C[)C(N)O=(CC=C
Cc1cnc2[nH]c(-c3cccc4ccccc34)cc(=O)c2c1,1c2c)O=(cc)43ccccc4cccc3c-(c]Hn[2cnc1cC
Cc1c(Cl)cccc1NC(=O)c1sc2nc3c(cc2c1N)CCCCC3,3CCCCC)N1c2cc(c3cn2cs1c)O=(CN1cccc)lC(c1cC
Cc1c(Cl)cccc1NC(=O)c1sc2nc3c(cc2c1N)CCCCCC3,3CCCCCC)N1c2cc(c3cn2cs1c)O=(CN1cccc)lC(c1cC
COCCOCCOCc1n(Cc2ccc3ccccc3c2)c2ccccc2[n+]1Cc1ccc2ccccc2c1,1c2ccccc2ccc1cC1]+n[2ccccc2c)2c3ccccc3ccc2cC(n1cCOCCOCCOC
Cc1cccc(NC(=O)c2sc3nc4c(cc3c2N)CN(Cc2ccccc2)CC4)c1C,C1c)4CC)2ccccc2cC(NC)N2c3cc(c4cn3cs2c)O=(CN(cccc1cC
Cc1c(Br)cccc1NC(=O)c1sc2nc3c(cc2c1N)CN(Cc1ccccc1)CC3,3CC)1ccccc1cC(NC)N1c2cc(c3cn2cs1c)O=(CN1cccc)rB(c1cC
CCC1=C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)[C@@H]6C[C@@H]6CN6CC[C@]43[C@@H]65)C2)C1,1C)2C)56]H@@C[34]@C[CC6NC6]H@@C[C6]H@@C[)CC(5]@C[)O=)C(CO(]H@C[)CO)O=(C()O(]@@C[3]H@C[)C(N)CO3cc(c4cc3c()CO)O=(C(]@@C[)43ccccc4c]Hn[(c3cCC(NC2]H@C[C=1CCC
CN1CC=C(c2cc(NC(=O)Nc3ccc(Oc4ccnc(NC(=O)C5CC5)c4)c(F)c3)cc(C(F)(F)F)c2)CC1,1CC)2c)F)F()F(C(cc)3c)F(c)4c)5CC5C)O=(CN(cncc4cO(ccc3cN)O=(CN(cc2c(C=CC1NC
COC(=O)[C@@H](C)C[C@H](Cc1ccccc1)NC(=O)c1csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]2CCCCN2C)C(C(F)(F)F)C(F)(F)F)OC(C)=O)n1,1n)O=)C(CO)F)F()F(C)F)F()F(C(C)C2NCCCC2]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc1c)O=(CN)1ccccc1cC(]H@C[C)C(]H@@C[)O=(COC
O=C(Nc1ccc(S(=O)(=O)NC2CCCCCC2)cc1)C(c1ccccc1)S(=O)(=O)c1ccc(F)cc1,1cc)F(ccc1c)O=()O=(S)1ccccc1c(C)1cc)2CCCCCC2CN)O=()O=(S(ccc1cN(C=O
Nc1ccccc1NC(=O)c1ccc(CN2CCC/C(=C\c3cccc(Cl)c3)C2=O)cc1,1cc)O=2C)3c)lC(cccc3c\C=(C/CCC2NC(ccc1c)O=(CN1ccccc1cN
O=[N+]([O-])C(=C(Cl)Cl)C(Cl)=C(Cl)Cl,lC)lC(C=)lC(C)lC)lC(C=(C)]-O[(]+N[=O
CN(C)CCCn1c2c(c3ccc(-c4ccn[nH]4)cc3c1=O)C(=O)c1ccccc1-2,2-1ccccc1c)O=(C)O=1c3cc)4]Hn[ncc4c-(ccc3c(c2c1nCCC)C(NC
CC(=O)c1nc(-c2ccc(C[C@@H](CNC(=O)CN(C)C)NC(=O)c3ccc(OC(C)C)c(Cl)c3)cc2)cn1C,C1nc)2cc)3c)lC(c)C)C(CO(ccc3c)O=(CN)C)C(NC)O=(CNC(]H@@C[C(ccc2c-(cn1c)O=(CC
Cc1cnc(-c2ccc(-c3ccc(NC(=O)Nc4c(F)cc(F)cc4F)cc3F)c3c2C(=O)NC3)[nH]1,1]Hn[)3CN)O=(C2c3c)F3cc)F4cc)F(cc)F(c4cN)O=(CN(ccc3c-(ccc2c-(cnc1cC
Nc1c(F)cc(-c2nc3cc(F)ccc3[se]2)cc1Br,rB1cc)2]es[3ccc)F(cc3cn2c-(cc)F(c1cN
COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCS)C[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,2C)C\(C=C/C=C/)CO(]H@C[)1O)O=(CN()O(]@@C[C1]H@@C[)C(]H@C[1]H@C[O)C(1]@C[C)SCC)O=(C)C(N)C(]H@C[)O=(CO(]H@C[C)O=(C)C(N)lC1c(cc2cc1cOC
COC(=O)c1cc2c3c(cc(O)c2[nH]1)N(C(=O)C1Cc2cc(OC)c(OC)c(OC)c2N1)CC3CCl,lCC3CC)1N2c)CO(c)CO(c)CO(cc2cC1C)O=(C(N)1]Hn[2c)O(cc(c3c2cc1c)O=(COC
COc1ccc(/C(=N\O)c2cc(C)c(OC)c(C)c2)cc1O,O1cc)2c)C(c)CO(c)C(cc2c)O\N=(C/(ccc1cOC
CC(=O)O[C@H]1C[C@@H]2OC3C=C(C)CCC3(C)[C@@]1(C)[C@@]21CO1,1OC12]@@C[)C(1]@@C[)C(3CCC)C(C=C3CO2]H@@C[C1]H@C[O)O=(CC
COC(=O)CC[C@H](Cc1ccccc1)NC(=O)c1csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]2CCCCN2C)C(C)C)OC(C)=O)n1,1n)O=)C(CO)C)C(C)C2NCCCC2]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc1c)O=(CN)1ccccc1cC(]H@C[CC)O=(COC
COC(=O)[C@@H](C)C[C@H](Cc1ccc2ccccc2c1)NC(=O)c1csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]2CCCCN2C)C(C)C)OC(C)=O)n1,1n)O=)C(CO)C)C(C)C2NCCCC2]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc1c)O=(CN)1c2ccccc2ccc1cC(]H@C[C)C(]H@@C[)O=(COC
COc1ccc(N(C)c2nc(Cl)nc3ccn(C)c23)cc1,1cc)32c)C(ncc3cn)lC(cn2c)C(N(ccc1cOC
Cc1ccnc2[nH]c(-c3cccc4ccccc34)cc(=O)c12,21c)O=(cc)43ccccc4cccc3c-(c]Hn[2cncc1cC
COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,1C2]H@@C[)C(3]@@C[CC)C(4]@C[)C5C=)O(C)O=(CC=(C5C=CC=4C)C(3]@C[CC)C(2]@C[CC)C(1]@@C[)O=(COC
O=c1cc(-c2cccc3ccccc23)[nH]c2ncccc12,21ccccn2c]Hn[)32ccccc3cccc2c-(cc1c=O
C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2cc(F)c3c(N)ncnc32)[C@@H]1O,O1]H@@C[)23cncn)N(c3c)F(cc2n(]H@@C[O)OC(]H@@C[)O(1]@@C[C#C
C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2cc(Cl)c3c(N)ncnc32)[C@@H]1O,O1]H@@C[)23cncn)N(c3c)lC(cc2n(]H@@C[O)OC(]H@@C[)O(1]@@C[C#C
C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2cc(Br)c3c(N)ncnc32)[C@@H]1O,O1]H@@C[)23cncn)N(c3c)rB(cc2n(]H@@C[O)OC(]H@@C[)O(1]@@C[C#C
C#C[C@@]1(O)[C@@H](CO)O[C@@H](n2cc(I)c3c(N)ncnc32)[C@@H]1O,O1]H@@C[)23cncn)N(c3c)I(cc2n(]H@@C[O)OC(]H@@C[)O(1]@@C[C#C
CC(=O)N[C@H]1C=C[C@@H]2/C=C(C)/C=C/[C@@H](C)[C@H]([C@H](C)[C@H](O)[C@@H](C)NC(C)=O)OC(=O)/C=C/C=C(C)\C=C\[C@]2(C)C1,1C)C(2]@C[\C=C\)C(C=C/C=C/)O=(CO)O=)C(CN)C(]H@@C[)O(]H@C[)C(]H@C[(]H@C[)C(]H@@C[/C=C/)C(C=C/2]H@@C[C=C1]H@C[N)O=(CC
C#CCCCCCC(=O)N[C@H]1C=C[C@@H]2/C=C(C)/C=C/[C@@H](C)[C@H]([C@H](C)[C@H](O)[C@@H](C)NC(C)=O)OC(=O)/C=C/C=C(C)\C=C\[C@]2(C)C1,1C)C(2]@C[\C=C\)C(C=C/C=C/)O=(CO)O=)C(CN)C(]H@@C[)O(]H@C[)C(]H@C[(]H@C[)C(]H@@C[/C=C/)C(C=C/2]H@@C[C=C1]H@C[N)O=(CCCCCCC#C
O=C1c2ccccc2C(=O)c2c1oc1c2c(=O)[nH]c2ccc(Cl)cc21,12cc)lC(ccc2c]Hn[)O=(c2c1co1c2c)O=(C2ccccc2c1C=O
c1ccc(CN2CN(Cc3ccccc3)C(c3ccccc3)=C2c2ccccc2)cc1,1cc)2ccccc2c2C=)3ccccc3c(C)3ccccc3cC(NC2NC(ccc1c
O=C(Nc1cnc(C(F)(F)F)cn1)c1cc(Cl)ccc1O,O1ccc)lC(cc1c)1nc)F)F()F(C(cnc1cN(C=O
O=C1C2=C(C(=O)c3c(O)ccc(O)c31)N(c1ccc(N3CCOCC3)nc1)Cc1ccccc1O2,2O1ccccc1cC)1cn)3CCOCC3N(ccc1c(N)13c)O(ccc)O(c3c)O=(C(C=2C1C=O
CN(CCO)c1ccc(N2Cc3ccccc3OC3=C2C(=O)c2c(O)ccc(O)c2C3=O)cn1,1nc)O=3C2c)O(ccc)O(c2c)O=(C2C=3CO3ccccc3cC2N(ccc1c)OCC(NC
CN(C)c1ccc(N2Cc3ccccc3OC3=C2C(=O)c2c(O)ccc(O)c2C3=O)cn1,1nc)O=3C2c)O(ccc)O(c2c)O=(C2C=3CO3ccccc3cC2N(ccc1c)C(NC
COC(=O)[C@@H](C)C[C@H](Cc1ccccc1)NC(=O)c1nc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]2CCCCN2C)C(C)C)OC(C)=O)sc1C,C1cs)O=)C(CO)C)C(C)C2NCCCC2]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(cn1c)O=(CN)1ccccc1cC(]H@C[C)C(]H@@C[)O=(COC
O=C(Nc1nc2ccc(C(F)(F)F)cc2s1)c1cc(Cl)ccc1O,O1ccc)lC(cc1c)1s2cc)F)F()F(C(ccc2cn1cN(C=O
COc1cnc2c(c1)C(=O)c1c-2n(CCCNC(C)C)c(=O)c2cc(F)ccc12,21ccc)F(cc2c)O=(c)C)C(CNCCC(n2-c1c)O=(C)1c(c2cnc1cOC
COc1cnc2c(c1)C(=O)c1c-2n(CCCN2CCC(O)CC2)c(=O)c2cc(F)ccc12,21ccc)F(cc2c)O=(c)2CC)O(CCC2NCCC(n2-c1c)O=(C)1c(c2cnc1cOC
COc1cnc2c(c1)C(=O)c1c-2n(CCCN2CCCC2)c(=O)c2cc(F)ccc12,21ccc)F(cc2c)O=(c)2CCCC2NCCC(n2-c1c)O=(C)1c(c2cnc1cOC
CC1(C)CCC(S(=O)(=O)c2ccc3c(c2)/C(=N\O)c2cc(S(=O)(=O)N4CCN(c5ccc(F)cc5O)CC4)ccc2-3)CC1,1CC)3-2ccc)4CC)O5cc)F(ccc5c(NCC4N)O=()O=(S(cc2c)O\N=(C/)2c(c3ccc2c)O=()O=(S(CCC)C(1CC
CC1(C)CCC(S(=O)(=O)c2ccc3c(c2)/C(=N\O)c2cc(S(=O)(=O)N4CCC(O)(c5cccc(C(F)(F)F)c5)CC4)ccc2-3)CC1,1CC)3-2ccc)4CC)5c)F)F()F(C(cccc5c()O(CCC4N)O=()O=(S(cc2c)O\N=(C/)2c(c3ccc2c)O=()O=(S(CCC)C(1CC
C#Cc1cccc(Nc2nc3ccc([N+](=O)[O-])cc3nc2Nc2cccc(C#C)c2)c1,1c)2c)C#C(cccc2cN2cn3cc)]-O[)O=(]+N[(ccc3cn2cN(cccc1cC#C
CCc1ccc(Oc2c(-c3ccc(OCc4ccc(Cl)cc4)cc3O)nn(C)c2C(F)(F)F)cc1,1cc)F)F()F(C2c)C(nn)O3cc)4cc)lC(ccc4cCO(ccc3c-(c2cO(ccc1cCC
CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,C)C()C(C)O=(C1NN=)C)C()C(C)O=(CN(CS)2ccccc2c(1]@@C[CN)O=()O=(SCCNCC
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(N)C(O)C(C)O1,1O)C(C)O(C)N(CC1CO3]H@@C[C)O=)C(C()O(]@@C[C)O=2C1c)O(c(c3c)O(c1c)O=(C1c2cccc1cOC
COc1ccn2c(C(C)=O)cc(C(=O)c3ccc4c(c3)Sc3ccccc3N4)c2c1,1c2c)4N3ccccc3cS)3c(c4ccc3c)O=(C(cc)O=)C(C(c2ncc1cOC
COc1cc(C(=O)c2cnc(-c3ccc4cc[nH]c4c3)[nH]2)cc(OC)c1OC,CO1c)CO(cc)2]Hn[)3c4c]Hn[cc4ccc3c-(cnc2c)O=(C(cc1cOC
Cc1cc(C)c([I+]c2c(C)cc(C)cc2C)c(C)c1,1c)C(c)C2cc)C(cc)C(c2c]+I[(c)C(cc1cC
COc1cc(C(=O)c2cnc(-c3cccc4[nH]ccc34)[nH]2)cc(OC)c1OC,CO1c)CO(cc)2]Hn[)43ccc]Hn[4cccc3c-(cnc2c)O=(C(cc1cOC
COc1cc(C(=O)c2cnc(-c3c[nH]c4cccc(C)c34)[nH]2)cc(OC)c1OC,CO1c)CO(cc)2]Hn[)43c)C(cccc4c]Hn[c3c-(cnc2c)O=(C(cc1cOC
COC(=O)[C@H](Cc1ccccc1)NC(=O)c1csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]2CCCCN2C)C2CC2)OC(C)=O)n1,1n)O=)C(CO)2CC2C)C2NCCCC2]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc1c)O=(CN)1ccccc1cC(]H@C[)O=(COC
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2Cl)cc1,1cc)lC2ccccc2c)2C=C)C)C(]+N[=(CC=C2C=(C(ccc1c)C(NC
NS(=O)(=O)c1ccc(C2C3=C(CCCC3=O)OC3=C2C(=O)c2ccccc2C3=O)cc1,1cc)O=3C2ccccc2c)O=(C2C=3CO)O=3CCCC(C=3C2C(ccc1c)O=()O=(SN
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)CC(C)C)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,O2]H@@C[C1]H@@C[OC)O=)C(CO(1]@C[)C)C(3C1C=)C(C)4ccccc4c)C)C(CC)O=(CN(]H@@C[)O(]H@C[)O=(CO(]H@C[C)O(3]@C[)3ccccc3c)O=(CO(]H@C[(]H@C[)C(2]@@C[)O=(C1]H@C[O)O=(CC
CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O,O=2C1ccccc1c)O=(C)1o(c2cc1c)O=(CC
CCc1n(Cc2ccc3ccccc3n2)cc[n+]1Cc1ccc2ccccc2n1,1n2ccccc2ccc1cC1]+n[cc)2n3ccccc3ccc2cC(n1cCC
c1ccc2cc(C[n+]3ccn(Cc4ccc5ccccc5n4)c3)ccc2c1,1c2ccc)3c)4n5ccccc5ccc4cC(ncc3]+n[C(cc2ccc1c
COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O,O=1C2ccc)N3c)O4c)CO(c)CO(ccc4c-(c)C(c)O)O=(C(cn3c-(cn2c)O=(C)N(C=1COC
CC(=O)c1ccc2c(c1)c1cc(C(C)=O)ccc1n2CCNC(C)C,C)C(CNCC2n1ccc)O=)C(C(cc1c)1c(c2ccc1c)O=(CC
CC(C)Oc1ccc(C(=O)N[C@H](CNC(=O)CN(C)C)Cc2ccc(-c3cn4cccc([C@H](C)O)c4n3)cc2)cc1Cl,lC1cc)2cc)3n4c)O)C(]H@C[(cccc4nc3c-(ccc2cC)C)C(NC)O=(CNC(]H@C[N)O=(C(ccc1cO)C(CC
Cc1[nH]c2ccc(F)cc2c1-c1nc2c3cccnc3c3ncccc3c2[nH]1,1]Hn[2c3ccccn3c3cnccc3c2cn1c-1c2cc)F(ccc2c]Hn[1cC
COc1cc(C(=O)Nc2cc3c(cc2Oc2cc(C)cc(C)c2)C(=O)N(C)[C@@H](CC(=O)N(C)O)C(=O)N3)c(Br)c(OC)c1OC,CO1c)CO(c)rB(c)3N)O=(C)O)C(N)O=(CC(]H@@C[)C(N)O=(C)2c)C(cc)C(cc2cO2cc(c3cc2cN)O=(C(cc1cOC
CS(=O)(=O)Nc1cc(-c2ccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c3c2)cnc1Cl,lC1cnc)2c3c)4c)lC(c)5ncccc5cCO(ccc4cN(cncn3ccc2c-(cc1cN)O=()O=(SC
CS(=O)(=O)Nc1cc(-c2ccc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)cnc1Cl,lC1cnc)2c3c)4c)lC(c)F(ccc4cN(c)N#C(ccn3ccc2c-(cc1cN)O=()O=(SC
Cc1c2c(cc3c1[nH]c1ccccc13)C(c1ccc(Cl)cc1)=NCC2,2CCN=)1cc)lC(ccc1c(C)31ccccc1c]Hn[1c3cc(c2c1cC
NC(=O)c1ccc(C2C3=C(CCCC3=O)OC3=C2C(=O)c2ccccc2C3=O)cc1,1cc)O=3C2ccccc2c)O=(C2C=3CO)O=3CCCC(C=3C2C(ccc1c)O=(CN
O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,O1ccc)rB(cc1c)1cc)rB(ccc1cN(C=O
COC(=O)[C@@H](C)C[C@H](Cc1ccccc1)NC(=O)c1csc([C@@H](C[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H]2CCCN2C)C2CC2)OC(C)=O)n1,1n)O=)C(CO)2CC2C)C2NCCC2]H@C[)O=(CN(]H@@C[)O=(C)C(N)C)C(C(]H@C[C(]H@@C[(csc1c)O=(CN)1ccccc1cC(]H@C[C)C(]H@@C[)O=(COC
